,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,PARTY,GENERAL PERCENT,,,,,,
3135,TX,Texas,16,H2TX16201,,Corey,Roen,"Roen, Corey",R,"29,17%",,,,,,
3136,TX,Texas,16,n/a,,,,,R,,,,,,,
3137,TX,Texas,16,H4TX16082,,Jaime O.,Perez,"Perez, Jaime O.",LIB,"3,34%",,,,,,
3138,TX,Texas,16,n/a,,,,,,,,,,,,
3139,TX,Texas,,n/a,,,,,,,,,,,,
3140,TX,Texas,17,H0TX17104,(I),Bill,Flores,"Flores, Bill",R,"64,58%",,,,,,
3141,TX,Texas,17,n/a,,,,,R,,,,,,,
3142,TX,Texas,17,H4TX17098,,Nick,Haynes,"Haynes, Nick",D,"32,40%",,,,,,
3143,TX,Texas,17,n/a,,,,,D,,,,,,,
3144,TX,Texas,17,H4TX17106,,Shawn Michael,Hamilton,"Hamilton, Shawn Michael",LIB,"3,02%",,,,,,
3145,TX,Texas,17,H0TX31022,,Bill,Oliver,,LIB,,,,,,,
3146,TX,Texas,17,n/a,,,,,,,,,,,,
3147,TX,Texas,,n/a,,,,,,,,,,,,
3148,TX,Texas,18,H4TX18054,(I),Sheila,Jackson Lee,"Jackson Lee, Sheila",D,"71,78%",,,,,,
3149,TX,Texas,18,n/a,,,,,D,,,,,,,
3150,TX,Texas,18,H2TX18140,,Sean,Seibert,"Seibert, Sean",R,"24,76%",,,,,,
3151,TX,Texas,18,n/a,,,,,R,,,,,,,
3152,TX,Texas,18,H4TX18112,,Vince,Duncan,,IND,"2,23%",,,,,,
3153,TX,Texas,18,H4TX18096,,Remington,Alessi,"Alessi, Remington",GRE,"1,23%",,,,,,
3154,TX,Texas,18,n/a,,,,,,,,,,,,
3155,TX,Texas,,n/a,,,,,,,,,,,,
3156,TX,Texas,19,H4TX19102,(I),Randy,Neugebauer,"Neugebauer, Randy",R,"77,18%",,,,,,
3157,TX,Texas,19,H4TX19185,,Donald R.,May,"May, Donald R.",R,,,,,,,
3158,TX,Texas,19,H2TX19064,,Chris,Winn,"Winn, Chris",R,,,,,,,
3159,TX,Texas,19,n/a,,,,,R,,,,,,,
3160,TX,Texas,19,H4TX19276,,Neal,Marchbanks,"Marchbanks, Neal",D,"18,37%",,,,,,
3161,TX,Texas,19,n/a,,,,,D,,,,,,,
3162,TX,Texas,19,H4TX19235,,Richard (Chip),Peterson,"Peterson, Richard (Chip)",LIB,"4,41%",,,,,,
3163,TX,Texas,19,H4TX19292,,Donald L.,Vance,"Vance, Donald L.",W,"0,05%",,,,,,
3164,TX,Texas,19,n/a,,,,,,,,,,,,
3165,TX,Texas,,n/a,,,,,,,,,,,,
3166,TX,Texas,20,H2TX35011,(I),Joaquin,Castro,,D,"75,66%",,,,,,
3167,TX,Texas,20,n/a,,,,,D,,,,,,,
3168,TX,Texas,20,H8TX21125,,Jeffrey C.,Blunt,"Blunt, Jeffrey C.",LIB,"24,34%",,,,,,
3169,TX,Texas,20,H8TX28039,,Michael (Commander),Idrogo,"Idrogo, Michael (Commander)",LIB,,,,,,,
3170,TX,Texas,20,n/a,,,,,,,,,,,,
3171,TX,Texas,,n/a,,,,,,,,,,,,
3172,TX,Texas,21,H6TX21012,(I),Lamar,Smith,"Smith, Lamar",R,"71,78%",,,,,,
3173,TX,Texas,21,H4TX21041,,Matt,McCall,,R,,,,,,,
3174,TX,Texas,21,H4TX21066,,Michael J.,Smith,"Smith, Michael J.",R,,,,,,,
3175,TX,Texas,21,n/a,,,,,R,,,,,,,
3176,TX,Texas,21,H2TX20062,,Antonio,Diaz,,GRE,"14,73%",,,,,,
3177,TX,Texas,21,H4TX21090,,Ryan,Shields,"Shields, Ryan",LIB,"13,49%",,,,,,
3178,TX,Texas,21,H4TX21074,,David,Cunningham,"Cunningham, David",LIB,,,,,,,
3179,TX,Texas,21,H4TX21082,,Mark,Loewe,"Loewe, Mark",LIB,,,,,,,
3180,TX,Texas,21,n/a,,,,,,,,,,,,
3181,TX,Texas,,n/a,,,,,,,,,,,,
3182,TX,Texas,22,H8TX22107,(I),Pete,Olson,"Olson, Pete",R,"66,55%",,,,,,
3183,TX,Texas,22,n/a,,,,,R,,,,,,,
3184,TX,Texas,22,H4TX22171,,Frank,Briscoe,"Briscoe, Frank",D,"31,57%",,,,,,
3185,TX,Texas,22,H4TX22163,,Mark,Gibson,"Gibson, Mark",D,,,,,,,
3186,TX,Texas,22,n/a,,,,,D,,,,,,,
3187,TX,Texas,22,H4TX22189,,Rob,Lapham,"Lapham, Rob",LIB,"1,89%",,,,,,
3188,TX,Texas,22,n/a,,,,,,,,,,,,
3189,TX,Texas,,n/a,,,,,,,,,,,,
3190,TX,Texas,23,H0TX23086,,Will,Hurd,"Hurd, Will",R,"49,78%",,,,,,
3191,TX,Texas,23,H4TX28046,,"Francisco ""Quico""",Canseco,"Canseco, Francisco ""Quico""",R,,,,,,,
3192,TX,Texas,23,H0TX23102,,Robert,Lowry,"Lowry, Robert",R,,,,,,,
3193,TX,Texas,23,n/a,,,,,R,,,,,,,
3194,TX,Texas,23,H2TX23124,(I),Pete P.,Gallego,,D,"47,68%",,,,,,
3195,TX,Texas,23,n/a,,,,,D,,,,,,,
3196,TX,Texas,23,H4TX23088,,Ruben,Corvalan,"Corvalan, Ruben",LIB,"2,54%",,,,,,
3197,TX,Texas,23,n/a,,,,,,,,,,,,
3198,TX,Texas,,n/a,,,,,,,,,,,,
3199,TX,Texas,24,H4TX24094,(I),Kenny E.,Marchant,"Marchant, Kenny E.",R,"65,04%",,,,,,
3200,TX,Texas,24,n/a,,,,,R,,,,,,,
3201,TX,Texas,24,H2TX24114,,Patrick,McGehearty,,D,"32,31%",,,,,,
3202,TX,Texas,24,n/a,,,,,D,,,,,,,
3203,TX,Texas,24,H4TX24151,,Mike,Kolls,"Kolls, Mike",LIB,"2,65%",,,,,,
3204,TX,Texas,24,n/a,,,,,,,,,,,,
3205,TX,Texas,,n/a,,,,,,,,,,,,
3206,TX,Texas,25,H2TX33040,(I),Roger,Williams,"Williams, Roger",R,"60,22%",,,,,,
3207,TX,Texas,25,n/a,,,,,R,,,,,,,
3208,TX,Texas,25,H8TX20127,,Marco,Montoya,,D,"36,24%",,,,,,
3209,TX,Texas,25,H4TX25166,,Stuart,Gourd,"Gourd, Stuart",D,,,,,,,
3210,TX,Texas,25,n/a,,,,,D,,,,,,,
3211,TX,Texas,25,H4TX25174,,John,Betz,"Betz, John",LIB,"3,54%",,,,,,
3212,TX,Texas,25,n/a,,,,,,,,,,,,
3213,TX,Texas,,n/a,,,,,,,,,,,,
3214,TX,Texas,26,H2TX26093,(I),Michael,Burgess,"Burgess, Michael",R,"82,66%",,,,,,
3215,TX,Texas,26,H4TX26081,,Joel A.,Krause,,R,,,,,,,
3216,TX,Texas,26,H4TX26107,,Divenchy,Watrous,"Watrous, Divenchy",R,,,,,,,
3217,TX,Texas,26,n/a,,,,,R,,,,,,,
3218,TX,Texas,26,H0TX26105,,Mark,Boler,"Boler, Mark",LIB,"17,34%",,,,,,
3219,TX,Texas,26,n/a,,,,,,,,,,,,
3220,TX,Texas,,n/a,,,,,,,,,,,,
3221,TX,Texas,27,H0TX27061,(I),Blake,Farenthold,"Farenthold, Blake",R,"63,60%",,,,,,
3222,TX,Texas,27,n/a,,,,,R,,,,,,,
3223,TX,Texas,27,H4TX27055,,Wesley,Reed,,D,"33,69%",,,,,,
3224,TX,Texas,27,n/a,,,,,D,,,,,,,
3225,TX,Texas,27,H4TX27063,,Roxanne,Simonson,"Simonson, Roxanne",LIB,"2,71%",,,,,,
3226,TX,Texas,27,n/a,,,,,,,,,,,,
3227,TX,Texas,,n/a,,,,,,,,,,,,
3228,TX,Texas,28,H2TX23082,(I),Henry,Cuellar,,D,"82,10%",,,,,,
3229,TX,Texas,28,n/a,,,,,D,,,,,,,
3230,TX,Texas,28,H4TX28079,,William,Aikens,"Aikens, William",LIB,"13,34%",,,,,,
3231,TX,Texas,28,H4TX28061,,Michael D.,Cary,"Cary, Michael D.",GRE,"4,56%",,,,,,
3232,TX,Texas,28,n/a,,,,,,,,,,,,
3233,TX,Texas,,n/a,,,,,,,,,,,,
3234,TX,Texas,29,H2TX29030,(I),Gene,Green,"Green, Gene",D,"89,55%",,,,,,
3235,TX,Texas,29,n/a,,,,,D,,,,,,,
3236,TX,Texas,29,H2TX29105,,James,Stanczak,"Stanczak, James",LIB,"10,45%",,,,,,
3237,TX,Texas,29,n/a,,,,,,,,,,,,
3238,TX,Texas,,n/a,,,,,,,,,,,,
3239,TX,Texas,30,H2TX00015,(I),Eddie Bernice,Johnson,"Johnson, Eddie Bernice",D,"87,95%",,,,,,
3240,TX,Texas,30,H2TX30079,,Barbara Mallory,Caraway,"Caraway, Barbara Mallory",D,,,,,,,
3241,TX,Texas,30,n/a,,,,,D,,,,,,,
3242,TX,Texas,30,H4TX30034,,"Max W., III",Koch,"Koch, Max W., III",LIB,"6,76%",,,,,,
3243,TX,Texas,30,H4TX30059,,Eric LeMonte,Williams,"Williams, Eric LeMonte",IND,"5,29%",,,,,,
3244,TX,Texas,30,n/a,,,,,,,,,,,,
3245,TX,Texas,,n/a,,,,,,,,,,,,
3246,TX,Texas,31,H2TX31044,(I),John,Carter,,R,"64,05%",,,,,,
3247,TX,Texas,31,n/a,,,,,R,,,,,,,
3248,TX,Texas,31,H4TX31040,,Louie,Minor,"Minor, Louie",D,"31,96%",,,,,,
3249,TX,Texas,31,n/a,,,,,D,,,,,,,
3250,TX,Texas,31,H2TX11095,,Scott J.,Ballard,"Ballard, Scott J.",LIB,"3,99%",,,,,,
3251,TX,Texas,31,n/a,,,,,,,,,,,,
3252,TX,Texas,,n/a,,,,,,,,,,,,
3253,TX,Texas,32,H2TX03126,(I),Pete,Sessions,"Sessions, Pete",R,"61,82%",,,,,,
3254,TX,Texas,32,H4TX32022,,Katrina,Pierson,"Pierson, Katrina",R,,,,,,,
3255,TX,Texas,32,n/a,,,,,R,,,,,,,
3256,TX,Texas,32,H4TX32030,,Frank,Perez,"Perez, Frank",D,"35,44%",,,,,,
3257,TX,Texas,32,n/a,,,,,D,,,,,,,
3258,TX,Texas,32,H2TX30103,,Ed,Rankin,"Rankin, Ed",LIB,"2,74%",,,,,,
3259,TX,Texas,32,n/a,,,,,,,,,,,,
3260,TX,Texas,,n/a,,,,,,,,,,,,
3261,TX,Texas,33,H2TX33073,(I),Marc,Veasey,"Veasey, Marc",D,"86,51%",,,,,,
3262,TX,Texas,33,H4TX33012,,Tom,Sanchez,"Sanchez, Tom",D,,,,,,,
3263,TX,Texas,33,n/a,,,,,D,,,,,,,
3264,TX,Texas,33,H4TX33020,,Jason,Reeves,"Reeves, Jason",LIB,"13,49%",,,,,,
3265,TX,Texas,33,n/a,,,,,,,,,,,,
3266,TX,Texas,,n/a,,,,,,,,,,,,
3267,TX,Texas,34,H2TX27190,(I),Filemon B.,Vela,"Vela, Filemon B.",D,"59,47%",,,,,,
3268,TX,Texas,34,n/a,,,,,D,,,,,,,
3269,TX,Texas,34,H4TX34010,,Larry S.,Smith,"Smith, Larry S.",R,"38,57%",,,,,,
3270,TX,Texas,34,n/a,,,,,R,,,,,,,
3271,TX,Texas,34,H8TX22149,,Ryan,Rowley,"Rowley, Ryan",LIB,"1,96%",,,,,,
3272,TX,Texas,34,H0TX15066,,Doug (Perla),Purl,"Purl, Doug (Perla)",LIB,,,,,,,
3273,TX,Texas,34,n/a,,,,,,,,,,,,
3274,TX,Texas,,n/a,,,,,,,,,,,,
3275,TX,Texas,35,H4TX10028,(I),Lloyd,Doggett,"Doggett, Lloyd",D,"62,48%",,,,,,
3276,TX,Texas,35,n/a,,,,,D,,,,,,,
3277,TX,Texas,35,H2TX35029,,Susan,Narvaiz,,R,"33,30%",,,,,,
3278,TX,Texas,35,n/a,,,,,R,,,,,,,
3279,TX,Texas,35,H0TX25107,,Cory W.,Bruner,"Bruner, Cory W.",LIB,"2,88%",,,,,,
3280,TX,Texas,35,H4TX35017,,Kat,Swift,"Swift, Kat",GRE,"1,34%",,,,,,
3281,TX,Texas,35,n/a,,,,,,,,,,,,
3282,TX,Texas,,n/a,,,,,,,,,,,,
3283,TX,Texas,36,H6TX02079,,Brian,Babin,"Babin, Brian",R,"75,96%",,,,,,
3284,TX,Texas,36,H4TX10085,,Ben,Streusand,"Streusand, Ben",R,,,,,,,
3285,TX,Texas,36,H8TX22131,,John,Manlove,"Manlove, John",R,,,,,,,
3286,TX,Texas,36,H4TX36023,,Doug,Centilli,"Centilli, Doug",R,,,,,,,
3287,TX,Texas,36,H4TX36056,,Phil,Fitzgerald,"Fitzgerald, Phil",R,,,,,,,
3288,TX,Texas,36,H4TX36064,,Robin,Riley,"Riley, Robin",R,,,,,,,
3289,TX,Texas,36,H4TX36049,,Dave,Norman,"Norman, Dave",R,,,,,,,
3290,TX,Texas,36,H0TX18235,,Chuck,Meyer,,R,,,,,,,
3291,TX,Texas,36,H4TX36015,,John,Amdur,"Amdur, John",R,,,,,,,
3292,TX,Texas,36,H2TX36068,,Kim I.,Morrell,"Morrell, Kim I.",R,,,,,,,
3293,TX,Texas,36,H2TX36035,,Jim,Engstrand,"Engstrand, Jim",R,,,,,,,
3294,TX,Texas,36,H4TX36031,,Pat,Kasprzak,"Kasprzak, Pat",R,,,,,,,
3295,TX,Texas,36,n/a,,,,,R,,,,,,,
3296,TX,Texas,36,H2TX36134,,Michael K.,Cole,,D,"22,07%",,,,,,
3297,TX,Texas,36,n/a,,,,,D,,,,,,,
3298,TX,Texas,36,H4TX36080,,Rodney,Veach,"Veach, Rodney",LIB,"1,46%",,,,,,
3299,TX,Texas,36,H4TX36072,,Robb,Rourke,"Rourke, Robb",LIB,,,,,,,
3300,TX,Texas,36,H4TX08055,,"Hal J., Jr.",Ridley,"Ridley, Hal J., Jr.",GRE,"0,51%",,,,,,
3301,TX,Texas,36,n/a,,,,,,,,,,,,
3302,TX,Texas,36,n/a,,,,,,,,,,,,
3303,TX,Texas,H,n/a,,,,,,,,,,,,
3304,TX,Texas,,n/a,,,,,,,,,,,,
3305,,,,n/a,,,,,,,,,,,,
3306,UT,Utah,1,H2UT01094,(I),Rob,Bishop,,R,"64,78%",,,,,,
3307,UT,Utah,1,H4UT01116,,David Yu-Lin,Chiu,"Chiu, David Yu-Lin",R,,,,,,,
3308,UT,Utah,1,H2UT01235,,Donna,McAleer,"McAleer, Donna",D,"28,01%",,,,,,
3309,UT,Utah,1,H4UT01090,,Peter C.,Clemens,"Clemens, Peter C.",D,,,,,,,
3310,UT,Utah,1,H4UT01108,,Craig,Bowden,"Bowden, Craig",LIB,"3,73%",,,,,,
3311,UT,Utah,1,H4UT01124,,Dwayne A.,Vance,"Vance, Dwayne A.",IAP,"3,49%",,,,,,
3312,UT,Utah,1,n/a,,,,,,,,,,,,
3313,UT,Utah,,n/a,,,,,,,,,,,,
3314,UT,Utah,2,H2UT02324,(I),Chris,Stewart,,R,"60,82%",,,,,,
3315,UT,Utah,2,H4UT03146,,Larry,Meyers,"Meyers, Larry",R,,,,,,,
3316,UT,Utah,2,H4UT02213,,Vaughn,Hatton,,R,,,,,,,
3317,UT,Utah,2,H4UT02205,,Zachary A.,Hartman,"Hartman, Zachary A.",R,,,,,,,
3318,UT,Utah,2,H4UT02197,,Luz,Robles,"Robles, Luz",D,"32,55%",,,,,,
3319,UT,Utah,2,H4UT02221,,Shaun,McCausland,"McCausland, Shaun",CON,"3,08%",,,,,,
3320,UT,Utah,2,H2UT03140,,Wayne L.,Hill,"Hill, Wayne L.",IAP,"2,28%",,,,,,
3321,UT,Utah,2,H4UT02239,,Bill,Barron,"Barron, Bill",UN,"1,19%",,,,,,
3322,UT,Utah,2,H4UT02247,,Warren,Rogers,"Rogers, Warren",W,"0,08%",,,,,,
3323,UT,Utah,2,n/a,,,,,,,,,,,,
3324,UT,Utah,,n/a,,,,,,,,,,,,
3325,UT,Utah,3,H8UT03089,(I),Jason,Chaffetz,"Chaffetz, Jason",R,"72,21%",,,,,,
3326,UT,Utah,3,H4UT03161,,Mark,Hedengren,"Hedengren, Mark",R,,,,,,,
3327,UT,Utah,3,H4UT03179,,Robert J.,Stevens,"Stevens, Robert J.",R,,,,,,,
3328,UT,Utah,3,H4UT03153,,Brian,Wonnacott,"Wonnacott, Brian",D,"22,48%",,,,,,
3329,UT,Utah,3,H4UT03195,,Zack,Strong,"Strong, Zack",IAP,"2,24%",,,,,,
3330,UT,Utah,3,H4UT03211,,Stephen P.,Tryon,,UN,"1,81%",,,,,,
3331,UT,Utah,3,H4UT03203,,Ben J.,Mates,"Mates, Ben J.",UN,"1,06%",,,,,,
3332,UT,Utah,3,H4UT03237,,David A.,Else,"Else, David A.",W,"0,20%",,,,,,
3333,UT,Utah,3,n/a,,,,,,,,,,,,
3334,UT,Utah,,n/a,,,,,,,,,,,,
3335,UT,Utah,4,H2UT04023,,Mia B.,Love,"Love, Mia B.",R,"50,92%",,,,,,
3336,UT,Utah,4,H2UT04049,,Bob,Fuehr,"Fuehr, Bob",R,,,,,,,
3337,UT,Utah,4,H4UT04011,,Doug,Owens,"Owens, Doug",D,"45,81%",,,,,,
3338,UT,Utah,4,H4UT04029,,Bill,Peterson,"Peterson, Bill",D,,,,,,,
3339,UT,Utah,4,H4UT04052,,Tim,Aalders,"Aalders, Tim",IAP,"1,38%",,,,,,
3340,UT,Utah,4,H4UT04045,,Collin Robert,Simonsen,"Simonsen, Collin Robert",CON,"0,97%",,,,,,
3341,UT,Utah,4,H2UT04056,,Jim L.,Vein,"Vein, Jim L.",LIB,"0,92%",,,,,,
3342,UT,Utah,4,n/a,,,,,,,,,,,,
3343,UT,Utah,,n/a,,,,,,,,,,,,
3344,UT,Utah,H,n/a,,,,,,,,,,,,
3345,,,,n/a,,,,,,,,,,,,
3346,VT,Vermont,0,H6VT00160,(I),Peter,Welch,"Welch, Peter",D,"64,41%",,,,,,
3347,VT,Vermont,0,n/a,,,Scattered,,W(D),,,,,,,
3348,VT,Vermont,0,n/a,,,,,D,,,,,,,
3349,VT,Vermont,0,H2VT00110,,Mark,Donka,"Donka, Mark",R,"31,03%",,,,,,
3350,VT,Vermont,0,H4VT00108,,Donald,Russell,"Russell, Donald",R,,,,,,,
3351,VT,Vermont,0,H4VT00090,,Donald W.,Nolte,"Nolte, Donald W.",R,,,,,,,
3352,VT,Vermont,0,n/a,,,Scattered,Scattered,W(R),,,,,,,
3353,VT,Vermont,0,n/a,,,,,R,,,,,,,
3354,VT,Vermont,0,H8VT00141,,Cris,Ericson,"Ericson, Cris",IND,"1,44%",,,,,,
3355,VT,Vermont,0,H4VT00116,,Matthew,Andrews,"Andrews, Matthew",LBU,"1,08%",,,,,,
3356,VT,Vermont,0,n/a,,,Scattered,,W(LBU),,,,,,,
3357,VT,Vermont,0,n/a,,,,,LBU,,,,,,,
3358,VT,Vermont,0,H6VT00228,,Jerry,Trudell,"Trudell, Jerry",ENI,"1,06%",,,,,,
3359,VT,Vermont,0,H4VT00124,,Randall,Meyer,"Meyer, Randall",IND,"0,88%",,,,,,
3360,VT,Vermont,0,n/a,,,Scattered,Scattered,W(PRO),,,,,,,
3361,VT,Vermont,0,n/a,,,,,PRO,,,,,,,
3362,VT,Vermont,0,n/a,,,Scattered,,W,"0,10%",,,,,,
3363,VT,Vermont,0,n/a,,,,,,,,,,,,
3364,VT,Vermont,,n/a,,,,,,,,,,,,
3365,VT,Vermont,H,n/a,,,,,,,,,,,,
3366,VT,Vermont,,n/a,,,,,,,,,,,,
3367,,,,n/a,,,,,,,,,,,,
3368,VI,Virgin Islands,0,H2VI00082,,Stacey,Plaskett,"Plaskett, Stacey",D,"90,65%",,,,,,
3369,VI,Virgin Islands,0,H4VI00146,,Shawn-Michael,Malone,"Malone, Shawn-Michael",D,,,,,,,
3370,VI,Virgin Islands,0,H4VI00138,,"Emmett, II",Hansen,"Hansen, Emmett, II",D,,,,,,,
3371,VI,Virgin Islands,0,n/a,,Stephen,Colbert,,W(D),,,,,,,
3372,VI,Virgin Islands,0,H0VI00037,,Vince,Danet,"Danet, Vince",W(D),,,,,,,
3373,VI,Virgin Islands,0,n/a,,Kermit the,Frog,"Frog, Kermit the",W(D),,,,,,,
3374,VI,Virgin Islands,0,n/a,,Mary,Kilpatrick,"Kilpatrick, Mary",W(D),,,,,,,
3375,VI,Virgin Islands,0,n/a,,Michael,Sheesley,,W(D),,,,,,,
3376,VI,Virgin Islands,0,n/a,,Edward,Thomas,,W(D),,,,,,,
3377,VI,Virgin Islands,0,n/a,,,,,D,,,,,,,
3378,VI,Virgin Islands,0,H0VI00037,,Vince,Danet,"Danet, Vince",R,"8,39%",,,,,,
3379,VI,Virgin Islands,0,n/a,,,Scattered,Scattered,W,"0,96%",,,,,,
3380,VI,Virgin Islands,0,n/a,,,,,,,,,,,,
3381,VI,Virgin Islands,,n/a,,,,,,,,,,,,
3382,VI,Virgin Islands,H,n/a,,,,,,,,,,,,
3383,,,,n/a,,,,,,,,,,,,
3384,VA,Virginia,1,H8VA01147,(I),"Robert J. ""Rob"" ",Wittman,"Wittman, Robert J. ""Rob"" ",R,"62,90%",,,,,,
3385,VA,Virginia,1,H4VA01062,,Anthony T.,Riedel,,R,,,,,,,
3386,VA,Virginia,1,n/a,,,,,R,,,,,,,
3387,VA,Virginia,1,H4VA01070,,"Norman G. ""Norm",Mosher,"Mosher, Norman G. ""Norm",D,"34,38%",,,,,,
3388,VA,Virginia,1,H0VA01185,,Glenda Gail,Parker,"Parker, Glenda Gail",IGR,"2,43%",,,,,,
3389,VA,Virginia,1,n/a,,,Scattered,Scattered,W,"0,29%",,,,,,
3390,VA,Virginia,1,n/a,,,,,,,,,,,,
3391,VA,Virginia,,n/a,,,,,,,,,,,,
3392,VA,Virginia,2,H0VA02084,(I),E. Scott,Rigell,"Rigell, E. Scott ",R,"58,68%",,,,,,
3393,VA,Virginia,2,H4VA02052,,Suzanne D.,Patrick,"Patrick, Suzanne D.",D,"41,13%",,,,,,
3394,VA,Virginia,2,n/a,,,Scattered,Scattered,W,"0,19%",,,,,,
3395,VA,Virginia,2,n/a,,,,,,,,,,,,
3396,VA,Virginia,,n/a,,,,,,,,,,,,
3397,VA,Virginia,3,H6VA01117,(I),"Robert C. ""Bobby""",Scott,"Scott, Robert C. ""Bobby""",D,"94,43%",,,,,,
3398,VA,Virginia,3,n/a,,,Scattered,Scattered,W,"5,57%",,,,,,
3399,VA,Virginia,3,n/a,,,,,,,,,,,,
3400,VA,Virginia,,n/a,,,,,,,,,,,,
3401,VA,Virginia,4,H2VA04052,(I),J. Randy,Forbes,"Forbes, J. Randy",R,"60,15%",,,,,,
3402,VA,Virginia,4,H4VA04033,,Elliott G.,Fausz,"Fausz, Elliott G.",D,"37,52%",,,,,,
3403,VA,Virginia,4,H4VA04041,,Bo C.,Brown,"Brown, Bo C.",LIB,"2,21%",,,,,,
3404,VA,Virginia,4,n/a,,,Scattered,Scattered,W,"0,13%",,,,,,
3405,VA,Virginia,4,n/a,,,,,,,,,,,,
3406,VA,Virginia,,n/a,,,,,,,,,,,,
3407,VA,Virginia,5,H0VA05095,(I),Robert,Hurt,"Hurt, Robert",R,"60,86%",,,,,,
3408,VA,Virginia,5,H4VA05048,,W. Lawrence,Gaughan,"Gaughan, W. Lawrence",D,"35,85%",,,,,,
3409,VA,Virginia,5,H4VA05030,,Ben,Hudson,"Hudson, Ben",D,,,,,,,
3410,VA,Virginia,5,H4VA05055,,Paul F.,Jones,"Jones, Paul F.",LIB,"2,10%",,,,,,
3411,VA,Virginia,5,H2VA05059,,Kenneth J.,Hildebrandt,"Hildebrandt, Kenneth J.",IGR,"1,08%",,,,,,
3412,VA,Virginia,5,n/a,,,Scattered,Scattered,W,"0,11%",,,,,,
3413,VA,Virginia,5,n/a,,,,,,,,,,,,
3414,VA,Virginia,,n/a,,,,,,,,,,,,
3415,VA,Virginia,6,H2VA06115,(I),"Robert W. ""Bob""",Goodlatte,"Goodlatte, Robert W. ""Bob""",R,"74,51%",,,,,,
3416,VA,Virginia,6,H4VA06020,,"William M. ""Will""",Hammer,"Hammer, William M. ""Will""",LIB,"12,33%",,,,,,
3417,VA,Virginia,6,H4VA06038,,Elaine B.,Hildebrandt,"Hildebrandt, Elaine B.",IGR,"11,93%",,,,,,
3418,VA,Virginia,6,n/a,,,Scattered,Scattered,W,"1,23%",,,,,,
3419,VA,Virginia,6,n/a,,,,,,,,,,,,
3420,VA,Virginia,,n/a,,,,,,,,,,,,
3421,VA,Virginia,07 - FULL TERM,H4VA07143,,Dave A.,Brat,,R,"60,83%",,,,,,
3422,VA,Virginia,07 - FULL TERM,H0VA07042,(I),Eric I.,Cantor,"Cantor, Eric I. ",R,,,,,,,
3423,VA,Virginia,07 - FULL TERM,n/a,,,,,R,,,,,,,
3424,VA,Virginia,07 - FULL TERM,H4VA07150,,"John K. ""Jack""",Trammell,"Trammell, John K. ""Jack""",D,"36,95%",,,,,,
3425,VA,Virginia,07 - FULL TERM,H4VA07168,,"James A., Jr.",Carr,,LIB,"2,09%",,,,,,
3426,VA,Virginia,07 - FULL TERM,n/a,,,Scattered,Scattered,W,"0,13%",,,,,,
3427,VA,Virginia,07 - FULL TERM,n/a,,,,,,,,,,,,
3428,VA,Virginia,,n/a,,,,,,,,,,,,
3429,VA,Virginia,07 - UNEXPIRED TERM,H4VA07143,,Dave A.,Brat,"Brat, Dave A.",R,"61,68%",,,,,,
3430,VA,Virginia,07 - UNEXPIRED TERM,H4VA07150,,"John K. ""Jack""",Trammell,"Trammell, John K. ""Jack""",D,"37,81%",,,,,,
3431,VA,Virginia,07 - UNEXPIRED TERM,n/a,,,Scattered,,W,"0,51%",,,,,,
3432,VA,Virginia,07 - UNEXPIRED TERM,n/a,,,,,,,,,,,,
3433,VA,Virginia,,n/a,,,,,,,,,,,,
3434,VA,Virginia,8,H4VA08224,,"Donald S., Jr.",Beyer,"Beyer, Donald S., Jr.",D,"63,08%",,,,,,
3435,VA,Virginia,8,H4VA08216,,Patrick A.,Hope,"Hope, Patrick A.",D,,,,,,,
3436,VA,Virginia,8,H4VA08208,,Adam P.,Ebbin,"Ebbin, Adam P.",D,,,,,,,
3437,VA,Virginia,8,H4VA08240,,"William D. ""Bill""",Euille,"Euille, William D. ""Bill""",D,,,,,,,
3438,VA,Virginia,8,H4VA08281,,Mark H.,Levine,"Levine, Mark H.",D,,,,,,,
3439,VA,Virginia,8,H4VA08257,,Lavern J.,Chatman,"Chatman, Lavern J.",D,,,,,,,
3440,VA,Virginia,8,H4VA08307,,Derek S.,Hyra,"Hyra, Derek S.",D,,,,,,,
3441,VA,Virginia,8,H4VA00031,,Charniele L.,Herring,"Herring, Charniele L.",D,,,,,,,
3442,VA,Virginia,8,H2VA08103,,Bruce B.,Shuttleworth,"Shuttleworth, Bruce B.",D,,,,,,,
3443,VA,Virginia,8,H4VA08323,,Satish W.,Korpe,"Korpe, Satish W.",D,,,,,,,
3444,VA,Virginia,8,n/a,,,,,D,,,,,,,
3445,VA,Virginia,8,H4VA08182,,Micah K.,Edmond,"Edmond, Micah K.",R,"31,42%",,,,,,
3446,VA,Virginia,8,H4VA08315,,Dennis,Bartow,"Bartow, Dennis",R,,,,,,,
3447,VA,Virginia,8,H4VA08273,,Paul B.,Haring,"Haring, Paul B.",R,,,,,,,
3448,VA,Virginia,8,n/a,,,,,R,,,,,,,
3449,VA,Virginia,8,H4VA08331,,Gwendolyn J.,Beck,"Beck, Gwendolyn J. ",IND,"2,67%",,,,,,
3450,VA,Virginia,8,H4VA08265,,Jeffrey S.,Carson,,LIB,"2,17%",,,,,,
